order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_0020765,1,credit_card,1,68.5
ord_0020765,2,credit_card,2,68.5
ord_0020766,1,credit_card,1,14.75
ord_0020766,2,credit_card,1,14.75
ord_0020767,1,debit_card,1,131.88
ord_0020768,1,boleto,1,72.69
ord_0020769,1,voucher,1,229.32
ord_0020770,1,debit_card,1,50.51
ord_0020771,1,paypal,1,117.68
ord_0020772,1,boleto,1,17.05
ord_0020773,1,debit_card,1,43.42
ord_0020774,1,debit_card,1,106.09
ord_0020775,1,debit_card,1,116.9
ord_0020776,1,debit_card,1,79.64
ord_0020777,1,credit_card,3,57.73
ord_0020778,1,credit_card,1,42.41
ord_0020779,1,debit_card,1,436.87
ord_0020780,1,credit_card,1,25.84
ord_0020780,2,debit_card,1,25.84
ord_0020781,1,boleto,1,17.16
ord_0020781,2,credit_card,1,17.16
ord_0020782,1,credit_card,1,47.88
ord_0020783,1,debit_card,1,45.25
ord_0020784,1,credit_card,1,52.38
ord_0020785,1,credit_card,4,102.87
ord_0020786,1,credit_card,1,17.41
ord_0020787,1,paypal,1,116.57
ord_0020788,1,credit_card,1,24.49
ord_0020789,1,credit_card,1,26.64
ord_0020790,1,credit_card,1,17.48
ord_0020791,1,boleto,1,34.77
ord_0020792,1,boleto,1,19.03
ord_0020793,1,credit_card,4,152.47
ord_0020794,1,paypal,1,48.22
ord_0020794,2,credit_card,1,48.22
ord_0020795,1,boleto,1,113.46
ord_0020796,1,credit_card,1,75.26
ord_0020797,1,credit_card,1,25.07
ord_0020798,1,credit_card,1,133.02
ord_0020799,1,debit_card,1,392.15
ord_0020800,1,credit_card,10,117.93
ord_0020801,1,credit_card,1,37.7
ord_0020801,2,boleto,1,37.7
ord_0020802,1,boleto,1,207.93
ord_0020803,1,credit_card,4,74.65
ord_0020804,1,debit_card,1,64.96
ord_0020805,1,voucher,1,74.43
ord_0020806,1,debit_card,1,224.82
ord_0020807,1,credit_card,1,184.86
ord_0020808,1,credit_card,1,71.96
ord_0020809,1,paypal,1,212.55
ord_0020810,1,credit_card,1,73.32
ord_0020811,1,credit_card,1,41.3
ord_0020812,1,paypal,1,111.25
ord_0020813,1,credit_card,1,30.76
ord_0020814,1,boleto,1,30.21
ord_0020814,2,credit_card,4,30.21
ord_0020815,1,credit_card,1,24.44
ord_0020816,1,debit_card,1,54.92
ord_0020817,1,credit_card,1,59.0
ord_0020818,1,credit_card,4,85.2
ord_0020818,2,boleto,1,85.2
ord_0020819,1,credit_card,1,74.24
ord_0020820,1,credit_card,1,69.16
ord_0020820,2,credit_card,4,69.16
ord_0020821,1,credit_card,1,175.66
ord_0020822,1,debit_card,1,96.17
ord_0020823,1,credit_card,1,22.38
ord_0020824,1,boleto,1,79.67
ord_0020825,1,credit_card,1,384.03
ord_0020826,1,credit_card,1,29.94
ord_0020827,1,credit_card,1,27.87
ord_0020828,1,paypal,1,24.01
ord_0020829,1,credit_card,4,90.08
ord_0020830,1,credit_card,4,67.29
ord_0020831,1,credit_card,1,278.55
ord_0020832,1,debit_card,1,166.4
ord_0020833,1,credit_card,1,91.48
ord_0020834,1,credit_card,12,27.8
ord_0020834,2,credit_card,3,27.8
ord_0020835,1,credit_card,1,20.28
ord_0020836,1,credit_card,1,257.66
ord_0020837,1,debit_card,1,62.45
ord_0020838,1,debit_card,1,50.38
ord_0020839,1,boleto,1,19.54
ord_0020840,1,credit_card,1,70.9
ord_0020841,1,credit_card,1,22.75
ord_0020842,1,credit_card,4,60.37
ord_0020843,1,credit_card,4,51.41
ord_0020844,1,credit_card,1,56.52
ord_0020845,1,credit_card,1,54.3
ord_0020845,2,credit_card,1,54.3
ord_0020846,1,credit_card,1,233.24
ord_0020847,1,credit_card,1,58.24
ord_0020848,1,credit_card,6,138.41
ord_0020848,2,credit_card,1,138.41
ord_0020849,1,credit_card,3,105.21
ord_0020850,1,paypal,1,54.33
ord_0020851,1,credit_card,1,34.51
ord_0020852,1,paypal,1,129.79
ord_0020853,1,boleto,1,27.1
ord_0020854,1,credit_card,6,63.2
ord_0020855,1,credit_card,3,50.48
ord_0020856,1,paypal,1,178.74
ord_0020857,1,credit_card,8,88.98
ord_0020858,1,credit_card,1,27.81
ord_0020859,1,credit_card,1,236.02
ord_0020860,1,paypal,1,47.3
ord_0020861,1,credit_card,1,52.43
ord_0020862,1,credit_card,1,32.11
ord_0020863,1,debit_card,1,89.09
ord_0020864,1,credit_card,1,33.08
ord_0020865,1,debit_card,1,38.7
ord_0020866,1,credit_card,2,63.67
ord_0020867,1,credit_card,1,41.45
ord_0020868,1,credit_card,1,26.37
ord_0020869,1,debit_card,1,34.85
ord_0020870,1,credit_card,1,60.39
ord_0020871,1,voucher,1,149.2
ord_0020872,1,credit_card,1,46.23
ord_0020873,1,credit_card,1,30.37
ord_0020874,1,credit_card,2,314.63
ord_0020875,1,debit_card,1,70.75
ord_0020876,1,debit_card,1,63.47
ord_0020876,2,credit_card,1,63.47
ord_0020877,1,credit_card,1,38.58
ord_0020878,1,credit_card,1,46.03
ord_0020879,1,credit_card,1,73.83
ord_0020880,1,debit_card,1,26.72
ord_0020881,1,credit_card,1,24.53
ord_0020881,2,debit_card,1,24.53
ord_0020882,1,paypal,1,206.26
ord_0020883,1,credit_card,1,27.43
ord_0020884,1,credit_card,1,186.9
ord_0020885,1,debit_card,1,101.26
ord_0020886,1,paypal,1,108.21
ord_0020887,1,credit_card,1,53.8
ord_0020888,1,debit_card,1,27.2
ord_0020889,1,credit_card,1,82.52
ord_0020890,1,credit_card,10,262.72
ord_0020891,1,paypal,1,409.54
ord_0020892,1,voucher,1,463.02
ord_0020893,1,credit_card,1,114.01
ord_0020894,1,boleto,1,23.17
ord_0020895,1,debit_card,1,100.81
ord_0020896,1,debit_card,1,57.98
ord_0020897,1,credit_card,4,27.97
ord_0020897,2,credit_card,1,27.97
ord_0020898,1,debit_card,1,15.0
ord_0020898,2,debit_card,1,15.0
ord_0020899,1,credit_card,1,46.99
ord_0020900,1,credit_card,1,22.87
ord_0020901,1,credit_card,1,37.89
ord_0020902,1,credit_card,1,95.65
ord_0020903,1,credit_card,2,65.17
ord_0020904,1,paypal,1,26.87
ord_0020905,1,paypal,1,115.61
ord_0020905,2,paypal,1,115.61
ord_0020906,1,credit_card,1,29.03
ord_0020907,1,credit_card,2,73.8
ord_0020908,1,credit_card,1,79.62
ord_0020909,1,boleto,1,48.13
ord_0020910,1,credit_card,1,138.32
ord_0020911,1,credit_card,10,140.34
ord_0020912,1,credit_card,1,82.16
ord_0020913,1,credit_card,1,45.45
ord_0020914,1,credit_card,1,26.75
ord_0020915,1,credit_card,1,43.74
ord_0020916,1,credit_card,3,27.18
ord_0020916,2,credit_card,2,27.18
ord_0020917,1,credit_card,1,78.67
ord_0020918,1,paypal,1,75.21
ord_0020919,1,credit_card,2,109.0
ord_0020920,1,credit_card,1,21.01
ord_0020921,1,credit_card,1,188.37
ord_0020922,1,paypal,1,29.37
ord_0020923,1,paypal,1,83.83
ord_0020924,1,paypal,1,128.5
ord_0020925,1,credit_card,1,276.55
ord_0020926,1,debit_card,1,39.08
ord_0020927,1,credit_card,6,70.64
ord_0020928,1,credit_card,1,117.72
ord_0020929,1,boleto,1,85.99
ord_0020930,1,credit_card,1,15.84
ord_0020931,1,debit_card,1,67.4
ord_0020932,1,boleto,1,90.55
ord_0020933,1,debit_card,1,15.29
ord_0020934,1,voucher,1,22.44
ord_0020935,1,boleto,1,79.33
ord_0020936,1,debit_card,1,62.81
ord_0020937,1,voucher,1,16.68
ord_0020938,1,credit_card,1,47.74
ord_0020939,1,credit_card,1,15.73
ord_0020940,1,credit_card,1,29.41
ord_0020941,1,credit_card,1,23.67
ord_0020942,1,voucher,1,608.03
ord_0020943,1,boleto,1,23.14
ord_0020944,1,paypal,1,19.36
ord_0020944,2,credit_card,1,19.36
ord_0020945,1,paypal,1,36.64
ord_0020945,2,credit_card,1,36.64
ord_0020946,1,debit_card,1,62.86
ord_0020947,1,paypal,1,47.33
ord_0020948,1,credit_card,1,16.39
ord_0020949,1,credit_card,1,13.49
ord_0020950,1,boleto,1,17.88
ord_0020951,1,credit_card,6,95.07
ord_0020952,1,credit_card,3,326.3
ord_0020953,1,paypal,1,151.75
ord_0020954,1,credit_card,1,216.97
ord_0020955,1,voucher,1,80.26
ord_0020956,1,debit_card,1,46.93
ord_0020957,1,debit_card,1,43.88
ord_0020958,1,debit_card,1,25.39
ord_0020959,1,paypal,1,29.23
ord_0020960,1,credit_card,1,23.95
ord_0020961,1,debit_card,1,19.06
ord_0020962,1,debit_card,1,11.15
ord_0020963,1,credit_card,1,98.07
ord_0020964,1,credit_card,1,44.37
ord_0020965,1,credit_card,1,13.08
ord_0020966,1,credit_card,1,42.23
ord_0020967,1,credit_card,1,64.1
ord_0020968,1,credit_card,1,235.21
ord_0020969,1,boleto,1,14.81
ord_0020970,1,credit_card,1,28.75
ord_0020971,1,debit_card,1,151.41
ord_0020972,1,credit_card,1,19.46
ord_0020972,2,boleto,1,19.46
ord_0020973,1,voucher,1,8.78
ord_0020973,2,credit_card,1,8.78
ord_0020974,1,boleto,1,202.54
ord_0020975,1,paypal,1,185.78
ord_0020976,1,boleto,1,19.84
ord_0020977,1,credit_card,1,38.97
ord_0020978,1,boleto,1,129.69
ord_0020979,1,boleto,1,459.49
ord_0020980,1,paypal,1,300.3
ord_0020981,1,voucher,1,214.74
ord_0020982,1,debit_card,1,131.41
ord_0020983,1,debit_card,1,116.6
ord_0020984,1,voucher,1,147.64
ord_0020985,1,credit_card,1,19.11
ord_0020986,1,credit_card,1,21.62
ord_0020987,1,credit_card,1,24.38
ord_0020988,1,paypal,1,168.78
ord_0020989,1,credit_card,3,73.53
ord_0020990,1,credit_card,1,27.99
ord_0020991,1,debit_card,1,22.29
ord_0020992,1,credit_card,1,37.43
ord_0020993,1,credit_card,1,142.04
ord_0020994,1,credit_card,1,161.14
ord_0020994,2,credit_card,2,161.14
ord_0020995,1,credit_card,8,65.75
ord_0020996,1,credit_card,1,97.43
ord_0020997,1,debit_card,1,35.57
ord_0020998,1,credit_card,1,61.01
ord_0020999,1,credit_card,1,26.96
ord_0021000,1,credit_card,1,84.03
ord_0021001,1,credit_card,1,305.79
ord_0021002,1,debit_card,1,23.59
ord_0021003,1,credit_card,1,122.37
ord_0021004,1,credit_card,1,36.75
ord_0021005,1,paypal,1,89.66
ord_0021006,1,paypal,1,283.98
ord_0021007,1,debit_card,1,30.77
ord_0021008,1,paypal,1,28.95
ord_0021009,1,boleto,1,168.48
ord_0021010,1,credit_card,1,68.18
ord_0021011,1,boleto,1,67.87
ord_0021012,1,credit_card,12,50.04
ord_0021013,1,paypal,1,59.16
ord_0021014,1,debit_card,1,14.19
ord_0021015,1,voucher,1,103.13
ord_0021016,1,credit_card,1,43.77
ord_0021016,2,credit_card,1,43.77
ord_0021017,1,boleto,1,92.6
ord_0021018,1,credit_card,1,194.21
ord_0021019,1,credit_card,1,76.57
ord_0021020,1,voucher,1,11.43
ord_0021020,2,voucher,1,11.43
ord_0021021,1,credit_card,1,34.75
ord_0021022,1,debit_card,1,717.99
ord_0021023,1,credit_card,2,123.23
ord_0021024,1,paypal,1,31.22
ord_0021025,1,paypal,1,55.86
ord_0021025,2,debit_card,1,55.86
ord_0021026,1,debit_card,1,161.26
ord_0021027,1,paypal,1,428.51
ord_0021028,1,boleto,1,377.64
ord_0021029,1,voucher,1,70.63
ord_0021030,1,credit_card,10,347.84
ord_0021031,1,debit_card,1,22.58
ord_0021032,1,voucher,1,23.78
ord_0021033,1,credit_card,8,98.92
ord_0021034,1,credit_card,2,90.9
ord_0021035,1,credit_card,1,185.25
ord_0021036,1,credit_card,1,126.51
ord_0021037,1,credit_card,1,114.1
ord_0021038,1,credit_card,1,145.43
ord_0021039,1,credit_card,1,81.02
ord_0021040,1,credit_card,1,33.91
ord_0021041,1,credit_card,8,104.32
ord_0021042,1,credit_card,1,47.89
ord_0021043,1,credit_card,6,236.5
ord_0021044,1,debit_card,1,39.7
ord_0021045,1,credit_card,1,79.14
ord_0021046,1,credit_card,2,56.94
ord_0021047,1,credit_card,1,416.72
ord_0021048,1,boleto,1,55.82
ord_0021049,1,credit_card,1,28.84
ord_0021049,2,credit_card,1,28.84
ord_0021050,1,credit_card,1,43.88
ord_0021051,1,credit_card,3,105.91
ord_0021052,1,debit_card,1,26.56
ord_0021052,2,paypal,1,26.56
ord_0021053,1,paypal,1,21.64
ord_0021054,1,credit_card,1,133.02
ord_0021055,1,voucher,1,95.34
ord_0021055,2,paypal,1,95.34
ord_0021056,1,credit_card,1,64.51
ord_0021057,1,paypal,1,163.42
ord_0021058,1,credit_card,1,44.52
ord_0021059,1,debit_card,1,74.41
ord_0021060,1,paypal,1,44.63
ord_0021061,1,debit_card,1,169.85
ord_0021062,1,voucher,1,123.37
ord_0021063,1,credit_card,1,77.89
ord_0021064,1,credit_card,4,51.73
ord_0021065,1,credit_card,1,60.41
ord_0021066,1,credit_card,1,99.04
ord_0021066,2,debit_card,1,99.04
ord_0021067,1,paypal,1,25.98
ord_0021068,1,voucher,1,16.37
ord_0021069,1,credit_card,1,165.12
ord_0021070,1,paypal,1,118.91
ord_0021071,1,credit_card,1,353.08
ord_0021072,1,debit_card,1,106.84
ord_0021073,1,debit_card,1,28.13
ord_0021074,1,credit_card,1,35.08
ord_0021075,1,credit_card,1,726.79
ord_0021076,1,credit_card,4,226.92
ord_0021077,1,debit_card,1,83.43
ord_0021078,1,boleto,1,103.53
ord_0021079,1,debit_card,1,230.22
ord_0021080,1,paypal,1,108.11
ord_0021081,1,credit_card,1,48.18
ord_0021082,1,debit_card,1,25.35
ord_0021083,1,credit_card,2,199.24
ord_0021084,1,credit_card,1,16.54
ord_0021085,1,debit_card,1,16.52
ord_0021086,1,credit_card,1,291.43
ord_0021087,1,credit_card,10,163.95
ord_0021088,1,credit_card,1,19.37
ord_0021089,1,credit_card,1,114.54
ord_0021090,1,credit_card,4,129.14
ord_0021091,1,debit_card,1,68.12
ord_0021092,1,credit_card,1,17.04
ord_0021093,1,credit_card,3,60.67
ord_0021094,1,credit_card,1,29.27
ord_0021095,1,boleto,1,91.81
ord_0021096,1,paypal,1,35.69
ord_0021097,1,debit_card,1,28.93
ord_0021098,1,debit_card,1,21.82
ord_0021099,1,credit_card,1,61.18
ord_0021100,1,debit_card,1,25.51
ord_0021101,1,credit_card,4,257.41
ord_0021102,1,credit_card,1,60.79
ord_0021103,1,credit_card,1,15.39
ord_0021104,1,debit_card,1,367.44
ord_0021105,1,credit_card,6,57.08
ord_0021106,1,voucher,1,137.34
ord_0021107,1,credit_card,1,94.14
ord_0021108,1,debit_card,1,76.26
ord_0021109,1,debit_card,1,164.89
ord_0021110,1,voucher,1,84.94
ord_0021111,1,credit_card,1,30.1
ord_0021112,1,paypal,1,55.58
ord_0021113,1,credit_card,1,156.39
ord_0021114,1,boleto,1,114.91
ord_0021115,1,credit_card,1,240.77
ord_0021116,1,boleto,1,29.92
ord_0021117,1,credit_card,3,172.07
ord_0021118,1,paypal,1,110.34
ord_0021119,1,credit_card,1,55.01
ord_0021120,1,credit_card,1,12.29
ord_0021120,2,debit_card,1,12.29
ord_0021121,1,debit_card,1,119.48
ord_0021122,1,paypal,1,85.36
ord_0021123,1,debit_card,1,96.31
ord_0021124,1,debit_card,1,104.02
ord_0021125,1,credit_card,1,189.49
ord_0021126,1,credit_card,1,41.02
ord_0021127,1,credit_card,1,33.27
ord_0021128,1,credit_card,1,84.15
ord_0021129,1,boleto,1,24.16
ord_0021130,1,debit_card,1,21.04
ord_0021131,1,voucher,1,89.04
ord_0021132,1,credit_card,1,74.78
ord_0021133,1,credit_card,1,50.56
ord_0021134,1,credit_card,3,84.42
ord_0021135,1,credit_card,1,26.21
ord_0021136,1,credit_card,1,94.31
ord_0021137,1,credit_card,1,37.2
ord_0021138,1,credit_card,6,174.65
ord_0021139,1,boleto,1,134.69
ord_0021140,1,credit_card,1,28.72
ord_0021141,1,credit_card,1,597.14
ord_0021142,1,credit_card,1,41.95
ord_0021143,1,credit_card,12,64.93
ord_0021144,1,debit_card,1,14.1
ord_0021145,1,credit_card,1,23.1
ord_0021146,1,boleto,1,42.29
ord_0021147,1,paypal,1,24.35
ord_0021148,1,credit_card,1,39.77
ord_0021149,1,debit_card,1,24.44
ord_0021150,1,credit_card,6,171.84
ord_0021151,1,paypal,1,45.78
ord_0021152,1,paypal,1,14.11
ord_0021153,1,credit_card,1,50.16
ord_0021154,1,voucher,1,30.65
ord_0021155,1,paypal,1,35.65
ord_0021156,1,credit_card,1,43.97
ord_0021157,1,debit_card,1,60.48
ord_0021158,1,credit_card,10,95.91
ord_0021158,2,debit_card,1,95.91
ord_0021159,1,credit_card,1,120.66
ord_0021160,1,paypal,1,150.93
ord_0021161,1,credit_card,2,94.22
ord_0021162,1,credit_card,1,18.14
ord_0021163,1,paypal,1,50.25
ord_0021164,1,debit_card,1,87.2
ord_0021165,1,credit_card,1,73.24
ord_0021166,1,credit_card,1,128.88
ord_0021167,1,credit_card,2,71.52
ord_0021168,1,credit_card,1,109.63
ord_0021169,1,debit_card,1,182.36
ord_0021170,1,credit_card,1,42.66
ord_0021171,1,credit_card,3,159.27
ord_0021172,1,credit_card,1,18.6
ord_0021173,1,paypal,1,54.06
ord_0021174,1,credit_card,1,32.02
ord_0021175,1,credit_card,2,55.77
ord_0021176,1,credit_card,2,119.93
ord_0021177,1,debit_card,1,38.68
ord_0021178,1,paypal,1,43.26
ord_0021179,1,credit_card,1,36.16
ord_0021180,1,credit_card,1,11.66
ord_0021180,2,credit_card,1,11.66
ord_0021181,1,paypal,1,87.67
ord_0021182,1,credit_card,3,313.14
ord_0021183,1,credit_card,1,222.31
ord_0021184,1,debit_card,1,50.99
ord_0021185,1,credit_card,6,310.35
ord_0021186,1,credit_card,6,63.15
ord_0021187,1,boleto,1,137.73
ord_0021188,1,credit_card,3,97.78
ord_0021189,1,credit_card,1,10.05
ord_0021189,2,credit_card,1,10.05
ord_0021190,1,credit_card,1,83.0
ord_0021191,1,paypal,1,65.48
ord_0021192,1,debit_card,1,47.18
ord_0021193,1,voucher,1,45.89
ord_0021194,1,paypal,1,85.67
ord_0021195,1,credit_card,1,62.41
ord_0021196,1,boleto,1,125.27
ord_0021197,1,credit_card,2,76.03
ord_0021198,1,credit_card,1,97.0
ord_0021199,1,credit_card,2,68.8
ord_0021200,1,debit_card,1,51.02
ord_0021201,1,credit_card,3,51.02
ord_0021202,1,credit_card,1,155.69
ord_0021203,1,credit_card,4,221.66
ord_0021204,1,credit_card,1,13.01
ord_0021205,1,credit_card,1,214.63
ord_0021206,1,boleto,1,27.96
ord_0021207,1,boleto,1,27.9
ord_0021208,1,boleto,1,27.41
ord_0021208,2,credit_card,1,27.41
ord_0021209,1,credit_card,1,32.16
ord_0021210,1,boleto,1,136.63
ord_0021211,1,paypal,1,88.01
ord_0021211,2,credit_card,8,88.01
ord_0021212,1,credit_card,2,352.9
ord_0021213,1,credit_card,1,26.69
ord_0021214,1,credit_card,1,83.14
ord_0021214,2,credit_card,1,83.14
ord_0021215,1,debit_card,1,59.36
ord_0021216,1,credit_card,1,30.11
ord_0021217,1,credit_card,1,57.92
ord_0021218,1,paypal,1,58.45
ord_0021218,2,paypal,1,58.45
ord_0021219,1,boleto,1,90.95
ord_0021220,1,boleto,1,39.26
ord_0021221,1,credit_card,1,28.02
ord_0021222,1,paypal,1,120.6
ord_0021223,1,credit_card,1,22.92
ord_0021224,1,debit_card,1,143.45
ord_0021225,1,paypal,1,98.99
ord_0021226,1,credit_card,1,210.77
ord_0021227,1,debit_card,1,145.63
ord_0021228,1,boleto,1,49.39
ord_0021229,1,paypal,1,32.81
ord_0021230,1,debit_card,1,17.43
ord_0021231,1,debit_card,1,224.34
ord_0021232,1,boleto,1,50.45
ord_0021233,1,debit_card,1,78.12
ord_0021234,1,credit_card,1,14.18
ord_0021235,1,credit_card,10,183.43
ord_0021236,1,debit_card,1,75.69
ord_0021237,1,debit_card,1,137.14
ord_0021238,1,paypal,1,28.11
ord_0021239,1,credit_card,1,17.34
ord_0021240,1,debit_card,1,62.22
ord_0021241,1,voucher,1,18.3
ord_0021242,1,credit_card,1,12.52
ord_0021243,1,voucher,1,40.85
ord_0021244,1,credit_card,1,166.48
ord_0021245,1,credit_card,1,54.41
ord_0021246,1,credit_card,1,25.13
ord_0021247,1,voucher,1,127.86
ord_0021248,1,credit_card,1,36.87
ord_0021249,1,paypal,1,185.56
ord_0021250,1,credit_card,1,25.59
ord_0021251,1,debit_card,1,55.88
ord_0021252,1,paypal,1,62.7
ord_0021253,1,credit_card,4,139.57
ord_0021254,1,debit_card,1,54.9
ord_0021255,1,paypal,1,10.98
ord_0021256,1,paypal,1,166.19
ord_0021257,1,credit_card,1,19.19
ord_0021258,1,debit_card,1,76.72
ord_0021259,1,credit_card,2,99.62
ord_0021260,1,debit_card,1,25.32
ord_0021261,1,voucher,1,126.45
ord_0021262,1,credit_card,1,34.84
ord_0021263,1,credit_card,1,85.43
ord_0021264,1,credit_card,3,65.87
ord_0021265,1,debit_card,1,41.8
ord_0021266,1,credit_card,1,135.62
ord_0021267,1,credit_card,1,25.42
ord_0021268,1,debit_card,1,73.81
ord_0021269,1,credit_card,1,119.72
ord_0021270,1,debit_card,1,52.56
ord_0021270,2,paypal,1,52.56
ord_0021271,1,credit_card,1,21.22
ord_0021272,1,credit_card,1,17.97
ord_0021273,1,credit_card,3,160.63
ord_0021274,1,debit_card,1,48.88
ord_0021275,1,credit_card,1,24.28
ord_0021276,1,paypal,1,28.86
ord_0021277,1,debit_card,1,69.97
ord_0021278,1,debit_card,1,70.72
ord_0021279,1,credit_card,1,93.35
ord_0021280,1,boleto,1,20.12
ord_0021281,1,credit_card,6,127.08
ord_0021282,1,debit_card,1,34.48
ord_0021283,1,credit_card,3,357.91
ord_0021284,1,debit_card,1,37.6
ord_0021285,1,boleto,1,68.95
ord_0021286,1,voucher,1,93.06
ord_0021287,1,paypal,1,441.39
ord_0021288,1,credit_card,1,48.55
ord_0021289,1,credit_card,8,80.18
ord_0021290,1,boleto,1,83.89
ord_0021291,1,debit_card,1,28.32
ord_0021292,1,paypal,1,64.54
ord_0021293,1,debit_card,1,54.17
ord_0021294,1,debit_card,1,20.61
ord_0021295,1,credit_card,1,595.04
ord_0021296,1,credit_card,3,61.0
ord_0021297,1,paypal,1,40.47
ord_0021298,1,debit_card,1,27.16
ord_0021299,1,credit_card,12,160.5
ord_0021300,1,credit_card,1,47.68
ord_0021301,1,credit_card,6,57.69
ord_0021302,1,credit_card,6,104.44
ord_0021303,1,credit_card,10,157.05
ord_0021304,1,credit_card,1,364.33
ord_0021305,1,credit_card,1,110.15
ord_0021306,1,debit_card,1,160.89
ord_0021307,1,credit_card,1,33.75
ord_0021308,1,paypal,1,96.06
ord_0021309,1,credit_card,1,38.06
ord_0021310,1,credit_card,10,64.71
ord_0021311,1,credit_card,12,206.14
ord_0021312,1,boleto,1,342.28
ord_0021313,1,credit_card,10,72.8
ord_0021314,1,debit_card,1,36.3
ord_0021315,1,credit_card,1,23.91
ord_0021316,1,credit_card,1,64.05
ord_0021317,1,credit_card,1,54.42
ord_0021318,1,credit_card,3,75.33
ord_0021319,1,debit_card,1,473.99
ord_0021320,1,boleto,1,29.5
ord_0021321,1,credit_card,1,91.93
ord_0021322,1,debit_card,1,297.24
ord_0021322,2,paypal,1,297.24
ord_0021323,1,debit_card,1,30.61
ord_0021324,1,credit_card,1,47.9
ord_0021325,1,boleto,1,125.28
ord_0021326,1,paypal,1,48.55
ord_0021327,1,credit_card,1,43.3
ord_0021328,1,credit_card,1,81.3
ord_0021329,1,debit_card,1,23.68
ord_0021330,1,credit_card,3,82.53
ord_0021331,1,debit_card,1,177.04
ord_0021332,1,boleto,1,41.66
ord_0021333,1,credit_card,1,249.52
ord_0021334,1,credit_card,1,32.38
ord_0021335,1,boleto,1,287.19
ord_0021336,1,credit_card,1,40.77
ord_0021337,1,credit_card,2,96.95
ord_0021338,1,paypal,1,21.17
ord_0021339,1,credit_card,1,9.55
ord_0021339,2,credit_card,1,9.55
ord_0021340,1,paypal,1,12.97
ord_0021341,1,credit_card,10,119.71
ord_0021342,1,voucher,1,41.78
ord_0021343,1,credit_card,1,30.6
ord_0021344,1,credit_card,4,221.43
ord_0021345,1,debit_card,1,63.67
ord_0021345,2,voucher,1,63.67
ord_0021346,1,credit_card,1,25.48
ord_0021347,1,credit_card,1,78.04
ord_0021348,1,credit_card,4,65.78
ord_0021349,1,credit_card,1,29.17
ord_0021350,1,credit_card,1,181.34
ord_0021351,1,voucher,1,32.01
ord_0021352,1,credit_card,1,42.17
ord_0021353,1,voucher,1,57.84
ord_0021354,1,credit_card,1,47.69
ord_0021355,1,credit_card,1,22.65
ord_0021356,1,debit_card,1,208.33
ord_0021357,1,credit_card,1,34.85
ord_0021358,1,credit_card,3,83.1
ord_0021359,1,credit_card,1,18.19
ord_0021360,1,credit_card,1,30.77
ord_0021361,1,credit_card,1,149.86
ord_0021362,1,credit_card,1,34.1
ord_0021363,1,credit_card,1,23.63
ord_0021364,1,credit_card,1,21.37
ord_0021365,1,boleto,1,123.5
ord_0021366,1,credit_card,1,103.59
ord_0021367,1,debit_card,1,61.38
ord_0021368,1,voucher,1,91.48
ord_0021369,1,credit_card,3,72.95
ord_0021370,1,credit_card,1,36.01
ord_0021371,1,boleto,1,50.85
ord_0021372,1,debit_card,1,29.46
ord_0021373,1,credit_card,1,124.13
ord_0021374,1,boleto,1,42.88
ord_0021374,2,debit_card,1,42.88
ord_0021375,1,debit_card,1,13.41
ord_0021375,2,credit_card,1,13.41
ord_0021376,1,boleto,1,41.95
ord_0021377,1,credit_card,1,467.99
ord_0021378,1,debit_card,1,21.3
ord_0021379,1,paypal,1,115.73
ord_0021380,1,credit_card,4,53.68
ord_0021381,1,boleto,1,52.45
ord_0021382,1,debit_card,1,55.89
ord_0021383,1,credit_card,1,8.27
ord_0021383,2,credit_card,1,8.27
ord_0021384,1,credit_card,4,56.72
ord_0021385,1,credit_card,1,49.14
ord_0021386,1,credit_card,1,62.75
ord_0021387,1,paypal,1,30.44
ord_0021388,1,credit_card,1,45.94
ord_0021389,1,debit_card,1,101.96
ord_0021390,1,credit_card,1,102.03
ord_0021391,1,debit_card,1,136.83
ord_0021392,1,debit_card,1,69.76
ord_0021393,1,paypal,1,18.13
ord_0021394,1,credit_card,1,145.26
ord_0021395,1,credit_card,1,93.86
ord_0021396,1,credit_card,1,107.39
ord_0021397,1,paypal,1,27.24
ord_0021398,1,credit_card,1,68.4
ord_0021399,1,paypal,1,18.45
ord_0021400,1,boleto,1,182.82
ord_0021401,1,credit_card,1,42.19
ord_0021402,1,credit_card,8,92.35
ord_0021403,1,credit_card,1,120.6
ord_0021404,1,boleto,1,47.77
ord_0021405,1,credit_card,1,11.82
ord_0021406,1,credit_card,1,97.18
ord_0021407,1,debit_card,1,185.53
ord_0021408,1,paypal,1,68.23
ord_0021409,1,debit_card,1,112.89
ord_0021410,1,voucher,1,30.99
ord_0021411,1,paypal,1,121.12
ord_0021412,1,boleto,1,47.82
ord_0021413,1,credit_card,1,26.99
ord_0021414,1,debit_card,1,58.91
ord_0021414,2,credit_card,1,58.91
ord_0021415,1,credit_card,1,41.51
ord_0021416,1,credit_card,1,93.68
ord_0021417,1,voucher,1,298.44
ord_0021418,1,credit_card,3,268.9
ord_0021419,1,paypal,1,43.87
ord_0021420,1,voucher,1,29.52
ord_0021421,1,credit_card,1,34.46
ord_0021422,1,paypal,1,74.95
ord_0021423,1,credit_card,1,168.54
ord_0021424,1,debit_card,1,143.51
ord_0021425,1,credit_card,1,25.54
ord_0021425,2,credit_card,1,25.54
