product_id,category_id,seller_id,price,weight_grams,length_cm,photos_qty
prd_0003320,cat_037,sel_001565,59.52,357,69,6
prd_0003321,cat_019,sel_000396,76.46,501,84,1
prd_0003322,cat_016,sel_000400,77.34,829,32,1
prd_0003323,cat_023,sel_001207,25.89,643,61,2
prd_0003324,cat_008,sel_001832,44.91,590,21,3
prd_0003325,cat_015,sel_001286,24.96,240,63,7
prd_0003326,cat_039,sel_002017,11.21,591,81,5
prd_0003327,cat_009,sel_001945,40.34,348,116,6
prd_0003328,cat_039,sel_000524,21.68,254,13,6
prd_0003329,cat_042,sel_000345,56.13,930,44,4
prd_0003330,cat_002,sel_001771,25.05,308,43,1
prd_0003331,cat_019,sel_000793,87.53,628,119,3
prd_0003332,cat_006,sel_002317,32.98,470,105,6
prd_0003333,cat_023,sel_002159,19.33,372,102,5
prd_0003334,cat_041,sel_001155,39.15,1104,104,3
prd_0003335,cat_038,sel_001495,87.28,444,27,4
prd_0003336,cat_039,sel_002106,18.07,459,31,1
prd_0003337,cat_008,sel_002167,47.31,415,48,7
prd_0003338,cat_020,sel_001430,44.66,5459,84,2
prd_0003339,cat_009,sel_002419,47.86,554,44,2
prd_0003340,cat_038,sel_001338,43.42,422,98,2
prd_0003341,cat_007,sel_000113,119.69,378,90,2
prd_0003342,cat_006,sel_001438,37.09,587,87,3
prd_0003343,cat_001,sel_001972,61.46,433,39,2
prd_0003344,cat_007,sel_002455,69.77,1421,67,5
prd_0003345,cat_007,sel_000288,125.25,461,40,6
prd_0003346,cat_003,sel_001125,107.14,1772,77,1
prd_0003347,cat_036,sel_001510,46.78,573,90,4
prd_0003348,cat_032,sel_002200,81.01,519,59,1
prd_0003349,cat_009,sel_001789,48.34,940,95,6
prd_0003350,cat_032,sel_000605,51.08,801,41,4
prd_0003351,cat_015,sel_002133,54.24,794,90,4
prd_0003352,cat_032,sel_001666,51.77,789,32,3
prd_0003353,cat_011,sel_002234,12.38,267,64,3
prd_0003354,cat_022,sel_002079,123.22,6232,105,3
prd_0003355,cat_013,sel_000337,14.03,3534,91,2
prd_0003356,cat_007,sel_002395,93.6,464,63,6
prd_0003357,cat_023,sel_001162,51.25,3384,75,6
prd_0003358,cat_031,sel_002445,58.06,287,80,3
prd_0003359,cat_031,sel_000494,21.95,573,104,3
prd_0003360,cat_012,sel_002017,27.22,550,43,5
prd_0003361,cat_019,sel_000759,50.33,575,87,1
prd_0003362,cat_032,sel_000124,42.0,361,113,2
prd_0003363,cat_002,sel_002479,9.49,671,77,3
prd_0003364,cat_003,sel_000754,89.72,855,88,1
prd_0003365,cat_013,sel_000233,27.89,4609,78,2
prd_0003366,cat_008,sel_002138,52.62,648,112,4
prd_0003367,cat_013,sel_001098,6.28,3540,42,4
prd_0003368,cat_004,sel_001482,240.84,14464,113,6
prd_0003369,cat_023,sel_002455,129.65,1324,75,4
prd_0003370,cat_025,sel_001236,78.12,801,77,3
prd_0003371,cat_032,sel_000188,54.22,654,117,4
prd_0003372,cat_024,sel_001735,89.83,741,17,7
prd_0003373,cat_014,sel_001777,42.03,612,114,2
prd_0003374,cat_039,sel_000509,21.79,790,113,7
prd_0003375,cat_029,sel_001399,64.98,5909,23,1
prd_0003376,cat_019,sel_000940,75.47,1812,79,6
prd_0003377,cat_008,sel_000142,29.44,659,53,1
prd_0003378,cat_024,sel_000779,68.2,2465,34,7
prd_0003379,cat_023,sel_002261,43.73,1817,35,3
prd_0003380,cat_025,sel_000745,86.57,466,10,3
prd_0003381,cat_032,sel_000579,23.66,676,94,5
prd_0003382,cat_039,sel_002342,13.71,720,40,4
prd_0003383,cat_040,sel_000978,25.91,957,71,1
prd_0003384,cat_024,sel_002342,79.41,640,55,6
prd_0003385,cat_040,sel_002195,15.33,1097,107,1
prd_0003386,cat_039,sel_001202,9.16,248,25,6
prd_0003387,cat_001,sel_000986,23.82,442,24,1
prd_0003388,cat_024,sel_000358,52.48,545,89,7
prd_0003389,cat_007,sel_000503,108.56,429,78,4
prd_0003390,cat_011,sel_000605,14.85,252,72,1
prd_0003391,cat_011,sel_001201,8.52,933,63,3
prd_0003392,cat_017,sel_000948,28.54,344,68,2
prd_0003393,cat_001,sel_002017,20.07,428,74,4
prd_0003394,cat_009,sel_000741,58.73,875,112,7
prd_0003395,cat_002,sel_001077,11.1,1106,99,3
prd_0003396,cat_024,sel_000331,49.54,452,110,4
prd_0003397,cat_037,sel_000688,120.84,357,102,5
prd_0003398,cat_042,sel_001983,90.57,399,34,6
prd_0003399,cat_016,sel_001777,92.72,1047,10,3
prd_0003400,cat_009,sel_001036,49.19,1077,70,2
prd_0003401,cat_034,sel_001486,58.53,709,104,2
prd_0003402,cat_005,sel_001175,22.75,678,55,5
prd_0003403,cat_040,sel_002234,16.53,310,117,6
prd_0003404,cat_028,sel_001017,85.42,37854,38,5
prd_0003405,cat_019,sel_001799,111.41,888,94,7
prd_0003406,cat_004,sel_000565,377.17,16293,22,4
prd_0003407,cat_001,sel_001106,19.44,663,31,4
prd_0003408,cat_020,sel_001353,58.01,2984,109,1
prd_0003409,cat_014,sel_000287,30.89,1076,42,1
prd_0003410,cat_034,sel_001510,75.61,304,114,7
prd_0003411,cat_024,sel_001474,67.11,595,20,6
prd_0003412,cat_015,sel_000417,16.45,754,109,6
prd_0003413,cat_008,sel_002496,101.83,1061,118,4
prd_0003414,cat_017,sel_000260,68.33,1016,118,1
prd_0003415,cat_006,sel_002235,38.28,1060,55,5
prd_0003416,cat_025,sel_001262,165.5,515,59,1
prd_0003417,cat_023,sel_000578,58.44,1917,109,5
prd_0003418,cat_033,sel_000303,28.36,1033,25,3
prd_0003419,cat_016,sel_001749,85.15,502,94,4
prd_0003420,cat_010,sel_001900,32.45,519,20,2
prd_0003421,cat_034,sel_001685,66.53,877,48,3
prd_0003422,cat_027,sel_001072,32.5,2770,96,3
prd_0003423,cat_028,sel_000460,83.75,15839,38,2
prd_0003424,cat_019,sel_002004,68.06,625,19,5
prd_0003425,cat_037,sel_002167,33.62,192,60,3
prd_0003426,cat_008,sel_001006,40.3,717,81,3
prd_0003427,cat_014,sel_002090,36.93,825,46,2
prd_0003428,cat_032,sel_001594,57.52,525,82,2
prd_0003429,cat_005,sel_001348,12.94,1066,71,5
prd_0003430,cat_033,sel_001558,14.83,918,86,6
prd_0003431,cat_012,sel_000291,33.84,360,13,1
prd_0003432,cat_005,sel_000331,28.25,613,30,2
prd_0003433,cat_003,sel_001805,60.31,1156,78,6
prd_0003434,cat_034,sel_002419,107.9,510,54,2
prd_0003435,cat_032,sel_001299,52.66,1064,107,6
prd_0003436,cat_010,sel_000148,38.67,820,39,7
prd_0003437,cat_005,sel_000191,14.59,419,34,5
prd_0003438,cat_009,sel_001201,69.61,671,13,4
prd_0003439,cat_008,sel_001653,28.83,411,47,6
prd_0003440,cat_029,sel_000407,42.94,6278,17,5
prd_0003441,cat_008,sel_000092,36.17,1295,110,3
prd_0003442,cat_008,sel_001811,76.19,2143,65,7
prd_0003443,cat_002,sel_000377,9.49,1460,86,4
prd_0003444,cat_023,sel_001118,91.51,689,76,3
prd_0003445,cat_026,sel_001828,15.67,657,11,4
prd_0003446,cat_024,sel_000331,63.1,998,73,7
prd_0003447,cat_022,sel_001131,60.06,5260,55,5
prd_0003448,cat_040,sel_000300,8.65,294,99,7
prd_0003449,cat_017,sel_000878,61.99,1489,23,4
prd_0003450,cat_035,sel_002267,11.18,331,58,3
prd_0003451,cat_024,sel_001719,110.1,1097,35,1
prd_0003452,cat_003,sel_000064,84.53,2193,49,6
prd_0003453,cat_033,sel_000352,25.01,1520,94,4
prd_0003454,cat_023,sel_000741,56.37,923,20,4
prd_0003455,cat_024,sel_002235,52.63,447,19,1
prd_0003456,cat_007,sel_001875,57.97,1032,96,4
prd_0003457,cat_016,sel_001558,99.64,500,46,4
prd_0003458,cat_037,sel_000400,116.73,368,15,4
prd_0003459,cat_008,sel_002307,30.49,240,27,1
prd_0003460,cat_001,sel_002017,31.74,564,19,4
prd_0003461,cat_009,sel_000615,56.24,257,94,4
prd_0003462,cat_017,sel_001039,29.19,1230,96,6
prd_0003463,cat_034,sel_001088,91.8,273,52,3
prd_0003464,cat_024,sel_001510,60.87,496,66,1
prd_0003465,cat_039,sel_000955,6.1,506,63,4
prd_0003466,cat_016,sel_000539,68.66,653,54,5
prd_0003467,cat_013,sel_001675,9.17,2592,24,4
prd_0003468,cat_008,sel_001697,20.19,1058,24,1
prd_0003469,cat_008,sel_001130,31.42,650,109,6
prd_0003470,cat_030,sel_001253,223.73,2477,35,4
prd_0003471,cat_003,sel_000143,91.7,1083,105,7
prd_0003472,cat_009,sel_001169,70.9,789,93,2
prd_0003473,cat_037,sel_002017,80.34,1206,96,2
prd_0003474,cat_022,sel_001522,98.66,19238,34,1
prd_0003475,cat_002,sel_002283,19.12,374,101,7
prd_0003476,cat_027,sel_001791,29.28,3269,68,4
prd_0003477,cat_019,sel_001972,27.33,231,119,3
prd_0003478,cat_034,sel_001175,138.94,842,112,1
prd_0003479,cat_025,sel_000463,49.75,303,69,2
prd_0003480,cat_001,sel_002267,17.13,688,67,1
prd_0003481,cat_008,sel_001655,29.32,1112,105,5
prd_0003482,cat_009,sel_002261,37.52,488,71,4
prd_0003483,cat_027,sel_001558,10.66,2196,106,3
prd_0003484,cat_019,sel_001163,105.27,1159,103,6
prd_0003485,cat_031,sel_000352,52.75,856,62,3
prd_0003486,cat_019,sel_001022,30.34,341,118,3
prd_0003487,cat_011,sel_001539,25.38,643,29,5
prd_0003488,cat_004,sel_002315,397.8,9788,55,5
prd_0003489,cat_007,sel_002062,44.84,1019,72,5
prd_0003490,cat_014,sel_001321,70.18,638,101,5
prd_0003491,cat_021,sel_001142,39.98,4293,96,4
prd_0003492,cat_039,sel_000093,9.61,376,19,3
prd_0003493,cat_009,sel_000887,63.58,672,83,2
prd_0003494,cat_025,sel_002442,48.46,596,35,1
prd_0003495,cat_006,sel_001849,71.31,681,88,6
prd_0003496,cat_028,sel_001346,37.09,22601,102,5
prd_0003497,cat_001,sel_002142,38.88,194,30,5
prd_0003498,cat_024,sel_000064,62.45,842,48,6
prd_0003499,cat_006,sel_002387,42.37,616,21,5
prd_0003500,cat_007,sel_001750,63.18,395,24,1
prd_0003501,cat_022,sel_000042,176.93,3890,43,7
prd_0003502,cat_013,sel_001769,14.19,2229,30,1
prd_0003503,cat_017,sel_000240,85.74,236,69,7
prd_0003504,cat_011,sel_001603,20.63,1008,35,2
prd_0003505,cat_040,sel_000746,10.22,798,33,1
prd_0003506,cat_010,sel_000548,40.42,305,114,7
prd_0003507,cat_020,sel_001579,71.58,17668,31,2
prd_0003508,cat_034,sel_001106,40.9,341,83,5
prd_0003509,cat_025,sel_000178,65.91,857,118,6
prd_0003510,cat_011,sel_002037,23.92,601,112,3
prd_0003511,cat_021,sel_000672,50.24,1063,93,1
prd_0003512,cat_003,sel_001558,217.5,1786,105,2
prd_0003513,cat_021,sel_001555,88.61,1823,49,1
prd_0003514,cat_015,sel_000154,30.58,436,111,3
prd_0003515,cat_031,sel_002492,62.99,1160,23,3
prd_0003516,cat_034,sel_001141,58.94,819,53,5
prd_0003517,cat_007,sel_000529,204.19,859,26,6
prd_0003518,cat_003,sel_001117,89.42,1346,77,6
prd_0003519,cat_013,sel_001549,44.96,4770,53,3
prd_0003520,cat_019,sel_000012,155.31,591,99,3
prd_0003521,cat_013,sel_000745,13.8,5134,33,2
prd_0003522,cat_024,sel_001373,111.09,369,39,5
prd_0003523,cat_019,sel_001735,88.32,183,12,2
prd_0003524,cat_039,sel_000782,16.44,1182,32,7
prd_0003525,cat_014,sel_001037,60.88,595,98,4
prd_0003526,cat_003,sel_000572,150.46,1996,35,6
prd_0003527,cat_011,sel_000741,22.05,426,38,3
prd_0003528,cat_023,sel_001723,143.1,536,22,7
prd_0003529,cat_009,sel_000846,72.31,1283,104,5
prd_0003530,cat_009,sel_000710,39.55,719,62,4
prd_0003531,cat_011,sel_000742,26.19,1806,113,6
prd_0003532,cat_031,sel_001558,22.36,937,28,5
prd_0003533,cat_039,sel_001435,16.63,429,63,1
prd_0003534,cat_012,sel_001047,39.58,748,87,1
prd_0003535,cat_007,sel_001589,117.61,1391,37,3
prd_0003536,cat_014,sel_001608,143.57,669,92,4
prd_0003537,cat_012,sel_000042,49.74,828,80,4
prd_0003538,cat_041,sel_000853,31.51,1215,95,7
prd_0003539,cat_016,sel_000615,59.79,185,114,5
prd_0003540,cat_025,sel_002060,95.62,851,97,3
prd_0003541,cat_039,sel_000696,18.13,1176,92,3
prd_0003542,cat_024,sel_000793,55.57,408,61,2
prd_0003543,cat_009,sel_001374,85.8,1011,26,4
prd_0003544,cat_023,sel_001402,123.63,598,37,7
prd_0003545,cat_014,sel_002017,42.02,257,100,1
prd_0003546,cat_015,sel_000994,15.59,890,22,1
prd_0003547,cat_041,sel_000716,35.48,597,71,1
prd_0003548,cat_010,sel_001551,23.92,578,96,4
prd_0003549,cat_016,sel_001808,46.08,828,60,7
prd_0003550,cat_006,sel_002474,34.98,373,76,5
prd_0003551,cat_007,sel_001558,140.06,882,30,4
prd_0003552,cat_023,sel_001261,97.89,380,100,5
prd_0003553,cat_031,sel_000346,148.36,1278,69,4
prd_0003554,cat_024,sel_002462,52.2,1060,37,7
prd_0003555,cat_011,sel_001718,34.1,1294,91,4
prd_0003556,cat_002,sel_000432,23.41,756,99,6
prd_0003557,cat_017,sel_001179,41.42,485,51,7
prd_0003558,cat_019,sel_001435,67.32,418,88,4
prd_0003559,cat_032,sel_000559,35.07,406,114,3
prd_0003560,cat_024,sel_001824,78.29,550,98,5
prd_0003561,cat_036,sel_001629,39.95,425,28,2
prd_0003562,cat_032,sel_000606,38.24,705,50,6
prd_0003563,cat_013,sel_002469,28.79,2674,12,1
prd_0003564,cat_024,sel_002357,123.48,439,100,5
prd_0003565,cat_031,sel_000670,96.16,495,65,6
prd_0003566,cat_040,sel_001128,11.25,407,29,3
prd_0003567,cat_015,sel_002233,29.91,505,28,7
prd_0003568,cat_024,sel_001045,95.9,803,11,7
prd_0003569,cat_014,sel_002378,39.68,385,80,7
prd_0003570,cat_031,sel_000520,27.23,328,44,1
prd_0003571,cat_039,sel_001802,19.56,548,57,2
prd_0003572,cat_039,sel_001541,16.43,339,35,4
prd_0003573,cat_006,sel_000875,51.7,1170,55,5
prd_0003574,cat_007,sel_001794,70.74,423,54,5
prd_0003575,cat_031,sel_000066,129.77,614,60,4
prd_0003576,cat_024,sel_000605,56.62,752,53,2
prd_0003577,cat_038,sel_000664,85.51,319,23,3
prd_0003578,cat_011,sel_000317,23.67,393,104,4
prd_0003579,cat_034,sel_000095,36.21,437,40,6
prd_0003580,cat_025,sel_000890,127.02,887,10,6
prd_0003581,cat_007,sel_000564,115.9,1499,59,7
prd_0003582,cat_005,sel_000346,19.15,1517,43,7
prd_0003583,cat_027,sel_000411,27.4,6615,94,1
prd_0003584,cat_006,sel_002052,54.69,322,49,7
prd_0003585,cat_032,sel_000260,67.13,387,107,1
prd_0003586,cat_021,sel_001804,13.0,4002,42,1
prd_0003587,cat_017,sel_000148,76.86,1286,39,2
prd_0003588,cat_010,sel_000112,43.39,893,19,1
prd_0003589,cat_041,sel_001129,40.56,897,27,6
prd_0003590,cat_028,sel_000975,38.65,24207,43,3
prd_0003591,cat_032,sel_001399,40.91,1415,50,7
prd_0003592,cat_032,sel_001760,40.37,416,38,5
prd_0003593,cat_023,sel_000772,43.75,268,50,5
prd_0003594,cat_039,sel_000509,23.25,895,17,2
prd_0003595,cat_023,sel_002037,148.27,448,59,1
prd_0003596,cat_019,sel_000434,37.94,313,19,1
prd_0003597,cat_009,sel_002017,69.73,930,77,5
prd_0003598,cat_010,sel_001510,33.06,240,35,7
prd_0003599,cat_030,sel_000738,181.84,3137,56,3
prd_0003600,cat_011,sel_000784,19.38,479,63,4
prd_0003601,cat_029,sel_000944,54.72,17816,37,6
prd_0003602,cat_040,sel_001521,20.72,754,28,2
prd_0003603,cat_016,sel_002438,49.21,1026,18,6
prd_0003604,cat_004,sel_000793,512.15,8722,112,5
prd_0003605,cat_025,sel_002344,68.11,257,98,2
prd_0003606,cat_001,sel_000528,31.78,500,14,3
prd_0003607,cat_032,sel_000303,77.97,814,91,3
prd_0003608,cat_019,sel_001361,30.29,621,58,7
prd_0003609,cat_017,sel_002433,70.65,1066,104,2
prd_0003610,cat_022,sel_001249,110.89,6570,51,7
prd_0003611,cat_019,sel_002017,113.75,355,30,4
prd_0003612,cat_011,sel_001208,13.07,756,93,1
prd_0003613,cat_010,sel_002109,60.86,653,103,1
prd_0003614,cat_014,sel_002017,40.25,1132,12,1
prd_0003615,cat_037,sel_001719,101.37,377,109,5
prd_0003616,cat_005,sel_001558,20.28,430,50,7
prd_0003617,cat_011,sel_001331,17.48,731,102,4
prd_0003618,cat_007,sel_002386,54.96,1216,76,3
prd_0003619,cat_015,sel_001431,25.9,543,14,4
prd_0003620,cat_005,sel_000845,27.04,808,114,2
prd_0003621,cat_031,sel_002204,95.9,610,48,6
prd_0003622,cat_004,sel_001656,755.61,14685,24,3
prd_0003623,cat_025,sel_001431,83.23,1067,116,4
prd_0003624,cat_009,sel_001710,62.62,633,48,2
prd_0003625,cat_017,sel_000878,65.11,480,69,6
prd_0003626,cat_007,sel_001072,208.3,466,64,5
prd_0003627,cat_029,sel_000512,66.42,6861,94,7
prd_0003628,cat_040,sel_002120,19.83,424,42,6
prd_0003629,cat_008,sel_001669,31.05,532,43,1
prd_0003630,cat_040,sel_002043,17.74,617,113,5
prd_0003631,cat_011,sel_000793,22.3,692,59,1
prd_0003632,cat_022,sel_002484,85.14,3055,28,5
prd_0003633,cat_027,sel_000901,12.84,2836,52,2
prd_0003634,cat_007,sel_000894,84.98,498,54,2
prd_0003635,cat_016,sel_002396,66.8,409,97,6
prd_0003636,cat_003,sel_001644,174.63,1122,23,2
prd_0003637,cat_027,sel_002323,23.06,5491,26,5
prd_0003638,cat_014,sel_001564,72.83,1186,75,2
prd_0003639,cat_037,sel_000617,105.45,513,60,5
prd_0003640,cat_009,sel_001002,58.96,420,16,7
prd_0003641,cat_039,sel_002133,3.59,576,107,5
prd_0003642,cat_005,sel_001256,12.03,625,11,2
prd_0003643,cat_023,sel_001777,100.43,848,105,4
prd_0003644,cat_011,sel_000437,12.85,492,78,2
prd_0003645,cat_007,sel_001032,128.52,457,99,3
prd_0003646,cat_004,sel_002089,472.66,51103,106,3
prd_0003647,cat_024,sel_002342,61.84,314,21,2
prd_0003648,cat_008,sel_000807,26.94,941,76,2
prd_0003649,cat_022,sel_000460,119.91,10530,73,7
prd_0003650,cat_041,sel_000065,36.35,528,57,5
prd_0003651,cat_011,sel_000333,24.85,747,45,2
prd_0003652,cat_002,sel_002083,6.54,259,80,1
prd_0003653,cat_005,sel_001167,12.83,607,116,3
prd_0003654,cat_005,sel_000741,11.32,1071,118,2
prd_0003655,cat_016,sel_001968,26.36,637,73,6
prd_0003656,cat_031,sel_002017,39.3,611,62,4
prd_0003657,cat_011,sel_000916,9.54,1428,109,6
prd_0003658,cat_005,sel_002248,14.99,903,29,6
prd_0003659,cat_024,sel_001192,55.95,854,29,4
prd_0003660,cat_011,sel_000664,22.98,400,37,6
prd_0003661,cat_022,sel_002242,106.68,1472,100,4
prd_0003662,cat_039,sel_000402,9.24,723,32,5
prd_0003663,cat_010,sel_002486,46.69,601,55,7
prd_0003664,cat_019,sel_001558,213.67,878,27,7
prd_0003665,cat_033,sel_002276,31.66,638,63,4
prd_0003666,cat_027,sel_000476,23.11,3578,57,4
prd_0003667,cat_031,sel_000997,44.96,609,100,7
prd_0003668,cat_032,sel_002174,36.19,344,18,1
prd_0003669,cat_020,sel_002084,54.47,1987,31,7
prd_0003670,cat_019,sel_002170,80.14,385,90,5
prd_0003671,cat_028,sel_000713,33.86,17285,27,1
prd_0003672,cat_027,sel_001558,18.8,3420,53,4
prd_0003673,cat_025,sel_000998,48.71,265,15,5
prd_0003674,cat_013,sel_000794,9.08,3152,78,4
prd_0003675,cat_034,sel_001335,57.07,1574,69,7
prd_0003676,cat_009,sel_001786,98.2,578,67,4
prd_0003677,cat_006,sel_001331,59.46,614,86,4
prd_0003678,cat_012,sel_000605,9.12,604,45,2
prd_0003679,cat_009,sel_002017,41.3,667,112,3
prd_0003680,cat_025,sel_002435,98.6,461,115,4
prd_0003681,cat_008,sel_000919,30.73,552,94,3
prd_0003682,cat_024,sel_002109,88.21,457,109,1
prd_0003683,cat_019,sel_002146,60.2,284,78,6
prd_0003684,cat_006,sel_000664,60.7,1078,111,2
prd_0003685,cat_009,sel_001768,56.82,386,65,5
prd_0003686,cat_019,sel_002336,53.78,1335,97,7
prd_0003687,cat_029,sel_001846,67.96,5457,60,4
prd_0003688,cat_014,sel_000083,128.91,304,90,1
prd_0003689,cat_008,sel_001549,41.78,1579,58,5
prd_0003690,cat_011,sel_001975,19.64,286,47,1
prd_0003691,cat_004,sel_001558,214.59,4834,98,5
prd_0003692,cat_001,sel_000079,37.1,291,26,7
prd_0003693,cat_040,sel_000325,15.15,560,49,3
prd_0003694,cat_004,sel_002017,403.61,7684,112,3
prd_0003695,cat_005,sel_001254,25.14,452,44,1
prd_0003696,cat_036,sel_002388,39.97,217,71,2
prd_0003697,cat_025,sel_001069,103.27,1033,108,1
prd_0003698,cat_016,sel_002036,126.66,740,110,4
prd_0003699,cat_024,sel_000097,39.6,318,105,4
prd_0003700,cat_039,sel_002089,13.45,188,31,5
prd_0003701,cat_004,sel_002133,169.11,9546,91,5
prd_0003702,cat_009,sel_000916,29.25,830,93,1
prd_0003703,cat_035,sel_000771,39.33,1027,82,7
prd_0003704,cat_032,sel_002262,28.97,533,98,2
prd_0003705,cat_042,sel_001972,33.11,466,50,6
prd_0003706,cat_011,sel_001540,18.28,449,94,7
prd_0003707,cat_039,sel_001116,14.15,698,94,3
prd_0003708,cat_011,sel_002266,51.87,932,103,6
prd_0003709,cat_028,sel_001876,49.92,27927,96,4
prd_0003710,cat_037,sel_001072,103.35,497,73,5
prd_0003711,cat_006,sel_001276,39.33,886,65,4
prd_0003712,cat_008,sel_000269,16.63,1266,74,1
prd_0003713,cat_022,sel_002017,86.02,4332,52,2
prd_0003714,cat_034,sel_002091,56.05,626,117,2
prd_0003715,cat_003,sel_000897,96.35,1030,23,2
prd_0003716,cat_034,sel_000771,37.68,624,112,5
prd_0003717,cat_011,sel_000642,19.93,377,73,6
prd_0003718,cat_014,sel_000463,55.61,1221,40,1
prd_0003719,cat_011,sel_002356,9.36,934,67,1
prd_0003720,cat_039,sel_001916,20.76,1430,22,3
prd_0003721,cat_005,sel_001103,25.15,453,80,1
prd_0003722,cat_022,sel_000298,204.68,14078,117,7
prd_0003723,cat_005,sel_000364,6.01,678,11,2
prd_0003724,cat_039,sel_001777,14.24,561,64,6
prd_0003725,cat_032,sel_000523,24.36,1125,78,4
prd_0003726,cat_008,sel_000878,26.2,360,76,3
prd_0003727,cat_011,sel_002386,35.01,610,100,1
prd_0003728,cat_013,sel_001498,14.17,3699,88,4
prd_0003729,cat_014,sel_002017,52.26,739,74,3
prd_0003730,cat_034,sel_000286,53.31,480,113,2
prd_0003731,cat_022,sel_000824,248.17,3818,59,6
prd_0003732,cat_015,sel_002235,10.86,495,35,1
prd_0003733,cat_028,sel_002017,43.96,25944,119,3
prd_0003734,cat_016,sel_001800,55.45,624,91,1
prd_0003735,cat_005,sel_001510,8.23,1142,77,5
prd_0003736,cat_004,sel_000678,514.99,5102,47,5
prd_0003737,cat_011,sel_001510,8.33,880,97,7
prd_0003738,cat_023,sel_000144,59.41,473,19,1
prd_0003739,cat_005,sel_000522,17.23,548,34,5
prd_0003740,cat_021,sel_001331,21.57,1161,109,6
prd_0003741,cat_009,sel_000008,25.62,614,31,5
prd_0003742,cat_027,sel_000605,15.78,2877,13,7
prd_0003743,cat_002,sel_000400,13.31,536,111,7
prd_0003744,cat_016,sel_000873,117.79,803,48,1
prd_0003745,cat_002,sel_002132,23.65,824,112,1
prd_0003746,cat_011,sel_002356,44.96,1220,10,2
prd_0003747,cat_001,sel_000432,25.56,446,24,7
prd_0003748,cat_016,sel_000605,106.72,843,69,2
prd_0003749,cat_032,sel_002106,38.41,823,115,2
prd_0003750,cat_004,sel_000460,677.51,15672,59,4
prd_0003751,cat_030,sel_001849,232.51,5806,90,1
prd_0003752,cat_023,sel_000245,69.75,436,10,6
prd_0003753,cat_019,sel_001626,91.72,647,42,4
prd_0003754,cat_023,sel_000671,54.65,698,66,7
prd_0003755,cat_011,sel_001883,14.97,329,33,7
prd_0003756,cat_028,sel_001334,71.99,56467,31,4
prd_0003757,cat_032,sel_000476,62.76,568,81,3
prd_0003758,cat_032,sel_001036,59.06,746,36,1
prd_0003759,cat_009,sel_001323,53.94,1321,20,1
prd_0003760,cat_024,sel_002486,78.71,668,32,1
prd_0003761,cat_005,sel_001236,27.5,612,88,1
prd_0003762,cat_018,sel_000397,65.22,620,75,4
prd_0003763,cat_001,sel_001426,24.34,363,100,3
prd_0003764,cat_007,sel_000568,23.59,496,14,1
prd_0003765,cat_024,sel_002194,97.23,556,65,7
prd_0003766,cat_037,sel_002078,59.48,630,113,7
prd_0003767,cat_002,sel_000336,13.34,1195,100,5
prd_0003768,cat_022,sel_001512,113.02,7956,76,7
prd_0003769,cat_024,sel_001738,92.08,447,84,4
prd_0003770,cat_039,sel_000640,58.06,592,19,3
prd_0003771,cat_024,sel_001572,34.64,1208,73,2
prd_0003772,cat_004,sel_001190,213.98,6334,20,5
prd_0003773,cat_005,sel_001240,19.78,535,56,7
prd_0003774,cat_024,sel_001417,50.25,312,45,7
prd_0003775,cat_008,sel_001461,51.19,2035,81,1
prd_0003776,cat_039,sel_001777,18.35,882,95,1
prd_0003777,cat_039,sel_001159,29.48,468,117,1
prd_0003778,cat_040,sel_001799,17.05,589,116,2
prd_0003779,cat_010,sel_001251,51.05,397,22,3
prd_0003780,cat_028,sel_001664,36.7,81196,14,4
prd_0003781,cat_025,sel_000669,157.03,190,28,4
prd_0003782,cat_002,sel_001389,8.72,706,98,5
prd_0003783,cat_009,sel_001201,40.67,579,82,7
prd_0003784,cat_008,sel_000750,18.55,358,76,1
prd_0003785,cat_013,sel_000171,28.17,3527,118,5
prd_0003786,cat_040,sel_001310,24.3,266,62,5
prd_0003787,cat_034,sel_000030,44.75,1315,64,3
prd_0003788,cat_010,sel_000999,62.57,607,87,5
prd_0003789,cat_019,sel_000944,52.52,948,53,5
prd_0003790,cat_007,sel_001593,104.11,470,29,2
prd_0003791,cat_010,sel_002463,52.86,1175,115,6
prd_0003792,cat_003,sel_002130,119.59,1526,116,3
prd_0003793,cat_024,sel_002429,104.95,1025,40,2
prd_0003794,cat_024,sel_002362,65.31,796,24,7
prd_0003795,cat_034,sel_000209,90.17,589,46,3
prd_0003796,cat_037,sel_000719,74.77,989,52,4
prd_0003797,cat_006,sel_000741,24.1,4864,56,2
prd_0003798,cat_031,sel_000202,46.44,340,117,4
prd_0003799,cat_005,sel_002105,12.05,564,67,6
prd_0003800,cat_013,sel_002235,36.77,2094,97,3
prd_0003801,cat_019,sel_001549,38.92,738,15,7
prd_0003802,cat_002,sel_002220,32.53,671,28,4
prd_0003803,cat_006,sel_001783,51.55,1584,54,7
prd_0003804,cat_009,sel_001125,67.14,527,19,1
prd_0003805,cat_005,sel_000392,9.59,965,74,5
prd_0003806,cat_039,sel_002390,17.22,212,35,6
prd_0003807,cat_010,sel_001735,29.62,647,23,3
prd_0003808,cat_019,sel_000894,185.29,388,22,5
prd_0003809,cat_042,sel_000336,40.31,806,60,4
prd_0003810,cat_022,sel_002017,200.63,8891,45,3
prd_0003811,cat_014,sel_002017,109.43,444,43,7
prd_0003812,cat_039,sel_001394,33.05,786,43,2
