zip_prefix,state,latitude,longitude,city_bucket
11929,SC,33.6539,-81.1132,city_0166
11930,CO,39.4332,-106.7704,city_0513
11931,KS,37.3569,-97.4431,city_0655
11932,WY,42.9337,-106.575,city_0994
11933,NJ,41.5455,-74.6526,city_1236
11935,CT,42.2742,-71.9679,city_0474
11936,OK,35.6431,-95.7605,city_1951
11937,KY,37.5507,-85.0339,city_0438
11940,IA,43.2705,-93.172,city_1532
11946,HI,19.9116,-155.3885,city_1538
11947,NM,34.0537,-105.9446,city_1975
11952,CT,40.6845,-72.6149,city_0957
11954,HI,21.5447,-156.4611,city_0774
11955,UT,40.2014,-111.9596,city_1230
11956,OR,44.6444,-120.6874,city_0249
11958,KY,37.4848,-86.2962,city_0685
11959,CT,40.8579,-73.4185,city_0631
11960,LA,30.8345,-92.6823,city_1353
11961,DE,38.7311,-75.5615,city_0409
11962,MI,42.8329,-85.3011,city_1563
11963,WI,44.3653,-91.0617,city_0536
11964,WY,43.3846,-108.2161,city_1155
11966,WY,42.5754,-106.8088,city_1169
11967,WV,38.7971,-79.8894,city_0453
11968,GA,32.6465,-85.9348,city_1970
11969,NY,42.3356,-74.6151,city_0782
11971,LA,30.6689,-93.1975,city_0782
11972,OH,39.8622,-82.402,city_1180
11974,KS,38.8327,-97.6021,city_0755
11975,NH,43.1317,-72.0601,city_0799
11977,TX,30.6522,-98.95,city_0016
11978,HI,20.7808,-157.0704,city_0795
11979,NM,33.974,-104.2979,city_0673
11980,MS,33.2364,-90.4447,city_0096
11982,NE,41.2175,-98.7721,city_0626
11983,TN,36.7384,-86.7536,city_0187
11984,SC,33.8892,-81.1464,city_1486
11985,NM,34.5878,-106.669,city_1298
11986,WI,44.6409,-89.7058,city_1934
11988,WA,46.2831,-123.0695,city_1677
11992,TX,32.9522,-98.0235,city_1751
11993,MT,47.0029,-110.8952,city_1258
11995,CO,37.2026,-107.1717,city_0809
11996,HI,19.999,-154.8906,city_0548
11997,CT,42.2599,-72.9612,city_0986
11998,KY,38.183,-84.3268,city_1435
12100,NM,33.7981,-106.6163,city_1057
12103,TX,32.2113,-96.5282,city_1986
12104,ND,47.9986,-100.8792,city_1165
12106,LA,31.4448,-93.0396,city_0717
12109,WY,41.575,-108.3034,city_1356
12110,IN,38.9112,-87.0365,city_1955
12113,NH,43.6826,-71.2823,city_0782
12115,AL,32.6313,-86.9331,city_0439
12116,NM,34.9808,-107.5085,city_0844
12117,OK,35.6197,-98.1034,city_1169
12118,OK,34.878,-94.6608,city_1850
12119,VT,44.0246,-71.9665,city_1086
12120,NV,39.1138,-119.1496,city_0787
12121,UT,41.0636,-111.1919,city_0036
12122,WV,37.1425,-81.9532,city_0168
12123,AL,32.9848,-86.3978,city_1465
12124,MS,33.5046,-90.2672,city_0723
12125,WV,38.3361,-79.487,city_1179
12127,VT,43.824,-72.238,city_1599
12129,AL,33.4023,-85.0166,city_1897
12130,AZ,32.8832,-111.5237,city_0688
12131,IL,39.001,-90.5258,city_0909
12133,TX,30.1296,-96.4198,city_1143
12135,IN,40.6468,-88.2966,city_0222
12139,WI,43.4308,-90.497,city_1074
12140,AR,34.7967,-93.4059,city_1109
12141,NH,42.4919,-70.8967,city_1348
12143,CO,36.9606,-104.3766,city_1301
12144,NM,33.8763,-106.4093,city_1241
12145,OK,33.7104,-96.4609,city_0062
12146,WV,36.9675,-80.5637,city_0267
12148,MO,38.3882,-93.1404,city_0948
12150,IL,40.4955,-89.2153,city_0253
12151,ND,47.2494,-100.6612,city_1672
12154,PA,41.0269,-76.2809,city_1687
12155,MS,32.5253,-89.309,city_1282
12156,NM,33.674,-109.6414,city_0772
12157,NC,35.1136,-79.1538,city_1558
12158,RI,41.9975,-71.0804,city_0799
12160,NJ,39.7269,-75.6782,city_1567
12161,NH,43.6242,-74.024,city_1269
12162,ID,45.2775,-114.9242,city_1212
12164,OK,34.3747,-95.5307,city_1364
12165,VT,44.6239,-72.916,city_1222
12167,IA,41.1103,-90.7907,city_1013
12168,MN,46.2076,-95.4303,city_0922
12169,CO,38.6309,-104.3557,city_1818
12171,IA,42.8496,-93.6362,city_1152
12173,WV,39.9512,-84.6197,city_1159
12174,MO,38.7441,-92.3342,city_1494
12175,KS,39.1237,-98.3681,city_0165
12176,IN,40.2631,-86.4716,city_0786
12177,MA,42.3774,-71.2317,city_0087
12179,OH,40.3529,-81.9932,city_0024
12180,RI,41.3988,-72.1646,city_1215
12182,AL,33.1936,-86.1749,city_0904
12183,AZ,35.6097,-111.7822,city_1701
12184,ND,47.9183,-99.9853,city_1002
12185,NJ,40.4013,-74.5738,city_0115
12186,TN,34.4634,-87.0302,city_0782
12187,NJ,40.3681,-75.2557,city_0582
12188,CA,35.9623,-122.1141,city_1554
12191,ND,47.3189,-99.3002,city_1194
12192,ME,44.9483,-68.8439,city_1359
12197,NH,43.2918,-71.3853,city_0698
12198,WV,38.0124,-81.1024,city_1872
12199,NM,33.1979,-106.0464,city_1610
12201,CA,38.9346,-120.8922,city_0957
12203,ID,43.4747,-114.029,city_0668
12204,OK,35.2912,-95.305,city_1261
12205,FL,28.2249,-82.8253,city_1372
12208,SC,33.0904,-80.1463,city_0948
12209,MS,34.0773,-89.1612,city_0060
12210,WY,42.9812,-107.64,city_1756
12212,IL,39.8685,-88.9255,city_1846
12214,MI,41.3709,-84.0555,city_0502
12216,MA,41.2767,-70.1307,city_0688
12217,MO,37.8085,-93.076,city_0278
12218,SC,34.1298,-80.4418,city_1473
12220,KY,39.5164,-85.85,city_0989
12221,MI,42.7908,-85.6875,city_0728
12222,SC,34.1401,-80.4152,city_0955
12223,VT,43.9393,-70.7994,city_1756
12225,ND,47.1478,-101.2028,city_1784
12227,TN,34.2284,-87.0305,city_0694
12228,PA,39.5572,-78.0299,city_1769
12230,UT,41.7471,-111.6139,city_1503
12231,KS,37.7069,-95.6472,city_1425
12232,WI,43.5936,-89.3108,city_0568
12234,RI,42.7511,-72.1087,city_0804
12237,DE,38.5958,-75.9005,city_1829
12238,OH,39.6764,-81.8303,city_1101
12239,MT,47.4285,-111.4889,city_0274
12240,NC,33.7531,-80.096,city_1280
12241,IL,40.7136,-90.1491,city_1800
12242,NV,37.8992,-115.932,city_0893
12243,TN,36.7938,-85.7129,city_1695
12245,ME,45.3642,-70.4602,city_0791
12246,NV,37.5501,-116.9906,city_0138
12247,SC,33.4286,-81.1719,city_0549
12249,GA,32.1762,-82.9018,city_1190
12250,IN,40.3575,-84.3304,city_0056
12251,IL,41.6676,-90.4882,city_1140
12252,OR,45.041,-121.3861,city_1063
12253,ME,44.8,-70.177,city_0403
12255,TX,31.6329,-97.6462,city_1223
12256,SC,34.6159,-80.4886,city_1779
12258,AK,61.9625,-152.8002,city_0308
12259,AZ,33.7107,-112.6798,city_1455
12261,ND,48.436,-100.1574,city_1148
12262,WY,42.5176,-108.875,city_1517
12263,AZ,33.0213,-112.6691,city_1671
12264,NE,41.333,-97.6371,city_0372
12265,TX,31.6565,-96.8815,city_0127
12267,MO,39.1384,-94.7604,city_1431
12268,NH,42.123,-72.1392,city_0435
12269,FL,29.2501,-80.5104,city_0737
12270,OH,40.672,-83.0655,city_1121
12271,MN,45.6475,-95.8793,city_1836
12272,WY,44.4146,-109.9365,city_0350
12273,CO,39.3772,-104.6031,city_1338
12275,ME,44.6723,-68.7622,city_1731
12277,OK,36.1416,-95.5287,city_0419
12278,UT,39.3852,-111.9483,city_0290
12280,NV,37.4382,-117.3542,city_1776
12283,CO,38.038,-106.0558,city_1672
12286,NC,34.4872,-80.0596,city_0873
12287,AK,61.8628,-150.8695,city_1238
12288,MS,33.6991,-91.2392,city_1108
12289,GA,31.472,-81.9314,city_1433
12290,NM,34.4039,-106.4331,city_0907
12294,AZ,34.4162,-112.402,city_0970
12297,LA,30.9327,-93.2,city_1975
12298,MD,39.3391,-76.0822,city_1161
12299,WA,46.6081,-120.6574,city_1249
12300,IL,40.4087,-87.7443,city_1348
12301,CO,38.6991,-104.8849,city_1316
12304,AZ,34.0892,-113.2397,city_0284
12305,MO,38.9753,-92.0369,city_1005
12306,GA,32.9076,-82.4413,city_0578
12307,IA,41.276,-92.8628,city_1371
12309,NV,39.1321,-117.3838,city_0280
12312,IN,40.0404,-86.2715,city_0424
12313,ME,45.342,-68.8469,city_1851
12318,NM,33.7791,-105.428,city_1779
12319,OR,44.9282,-123.0147,city_1075
12321,NM,34.4969,-106.9605,city_1287
12323,KY,37.9265,-86.0854,city_1866
12326,IN,39.623,-86.4464,city_0511
12329,AZ,34.9049,-110.6578,city_0679
12332,LA,31.412,-92.8787,city_0544
12333,KS,38.001,-100.1017,city_1231
12334,OK,34.0964,-96.5279,city_1367
12335,AL,33.3062,-86.0089,city_1859
12336,MT,46.7342,-110.3973,city_0701
12337,AK,60.2848,-151.6152,city_0106
12338,OK,35.3556,-95.6455,city_0994
12340,OK,36.3621,-97.238,city_0508
12341,NC,35.0905,-78.9376,city_1913
12344,AL,32.5335,-87.6115,city_0729
12345,NV,38.0626,-117.6313,city_0663
12346,KY,37.1394,-85.9972,city_0362
12348,SD,44.7916,-98.0891,city_1113
12349,SD,45.1008,-99.9294,city_0263
12350,WI,43.828,-90.3695,city_1000
12352,OK,36.7105,-96.8412,city_1611
12356,CO,38.6153,-102.8597,city_0778
12357,CT,42.2199,-72.5202,city_0807
12359,NJ,41.19,-75.5528,city_1170
12360,TX,30.2636,-97.4997,city_0060
12362,FL,28.1711,-80.1105,city_0274
12363,UT,40.5354,-111.1261,city_0944
12365,ND,48.0371,-100.3186,city_1192
12366,OR,45.8937,-120.4744,city_1226
12367,ME,45.7431,-70.0733,city_0485
12368,IA,40.2755,-91.4448,city_1458
12369,ND,47.4161,-99.0675,city_0854
12373,WV,39.5973,-80.5567,city_1065
12374,WY,43.1994,-107.6181,city_0895
12377,MT,47.6793,-110.8609,city_0103
12378,NE,41.5629,-97.756,city_0743
12379,WV,38.7716,-81.3494,city_0941
12380,VT,44.1457,-71.067,city_0612
12383,OK,34.3725,-96.5368,city_0713
12384,NM,33.7239,-106.7698,city_1722
12385,OK,35.7878,-97.3857,city_0955
12386,AL,32.8149,-88.4863,city_1568
12387,OH,41.6237,-84.4181,city_0638
12388,SC,34.1177,-81.9514,city_0695
12391,WV,38.0843,-81.3535,city_0793
12392,NH,44.3603,-72.6249,city_1646
12393,TX,31.3643,-98.6393,city_1305
12395,WA,48.1268,-121.6037,city_0591
12396,TN,35.9523,-87.1448,city_1787
12397,IL,40.0125,-88.8356,city_1955
12399,VT,43.374,-74.0584,city_1641
12400,MA,41.3207,-69.8977,city_1203
12401,NH,43.0569,-71.2103,city_0322
12403,WA,46.7986,-122.3324,city_0028
12404,NC,34.7077,-79.7559,city_0563
12407,VA,36.9749,-76.6845,city_0961
12409,MD,39.5548,-76.6234,city_0669
12410,VA,38.751,-77.4503,city_1332
12411,KY,37.5574,-85.8928,city_0188
12412,HI,21.7778,-158.1911,city_0117
12413,DE,38.4162,-76.3791,city_0543
12414,WI,43.713,-87.767,city_1535
12416,ID,45.6256,-113.736,city_0515
12417,AL,32.612,-88.1986,city_1798
12419,IA,42.8495,-92.9308,city_0192
12420,VT,43.1032,-74.8022,city_0914
12421,IN,39.2661,-86.676,city_1634
12422,NM,33.7123,-107.2935,city_1747
12423,VA,37.6502,-76.27,city_1065
12424,KY,37.3275,-85.5836,city_1547
12425,OK,36.6075,-96.3456,city_1686
12426,MO,37.2761,-90.8448,city_0006
12428,MO,39.2635,-92.6114,city_1077
12429,IL,39.2778,-89.1063,city_0913
12430,TN,34.6165,-86.5676,city_0859
12432,TX,28.8428,-97.163,city_0065
12433,VA,37.4526,-80.1567,city_0370
12434,UT,40.3707,-110.4329,city_1363
12435,RI,42.4327,-71.4186,city_1529
12436,MT,48.7655,-111.9115,city_1660
12437,NE,41.7764,-99.1761,city_1450
12438,IN,40.4234,-85.0513,city_1993
12439,FL,27.819,-80.152,city_1105
12442,CT,41.1518,-73.1675,city_0368
12443,CO,38.9029,-106.2874,city_0694
12445,OK,35.7627,-97.1343,city_1691
12447,OK,35.4614,-96.8203,city_0658
12448,VA,38.2846,-77.8202,city_1054
12450,IN,40.5558,-86.9767,city_0159
12451,OH,39.728,-81.7521,city_1062
12456,MD,39.6744,-76.9255,city_0287
12458,ID,44.9652,-114.8653,city_0800
12460,MN,45.4191,-95.3742,city_1350
12461,PA,41.4832,-76.7727,city_0692
12462,TN,35.0967,-86.5193,city_0396
12463,WI,44.6717,-89.2423,city_0268
12466,CO,38.5519,-104.5531,city_1514
12467,CT,42.168,-71.4278,city_0066
12468,ME,45.2187,-68.3707,city_1905
12469,KY,36.8709,-87.1964,city_1663
12473,SC,32.7667,-79.2541,city_1993
12475,OK,35.3045,-97.0012,city_0341
12476,WY,42.7306,-106.9407,city_1504
12477,OR,44.4871,-120.5665,city_0927
12479,SC,33.2912,-79.8535,city_1245
12482,WV,39.1283,-78.5514,city_1311
12483,CO,39.9652,-106.0181,city_0485
12484,NY,41.2017,-72.4627,city_1875
12486,IL,40.466,-90.2562,city_0200
12488,ME,45.4311,-69.4741,city_1138
12489,NC,34.2666,-80.7094,city_0863
12490,MN,45.6612,-93.2818,city_1483
12491,NC,35.0095,-78.1951,city_0147
12494,AZ,33.804,-110.3869,city_1936
12495,NV,39.4764,-116.7075,city_0816
12497,SD,44.7707,-100.6978,city_1483
12499,ME,45.0353,-67.1911,city_0890
12500,OH,39.996,-83.7686,city_1647
12502,TN,35.0887,-86.4521,city_0152
12504,PA,39.757,-77.4996,city_1246
12505,MN,45.3501,-93.845,city_1322
12506,WA,46.8296,-120.7252,city_0720
12508,CO,39.6797,-104.8836,city_1675
12509,KY,37.7533,-85.9686,city_1568
12510,FL,27.344,-80.9646,city_0366
12511,AZ,34.9783,-112.859,city_0925
12512,VA,36.7092,-80.3223,city_0355
12515,MI,43.7545,-84.0202,city_0274
12516,WY,43.9616,-107.376,city_1591
12519,ME,45.5478,-68.9937,city_0612
12520,NY,40.9471,-76.4206,city_0306
12521,RI,39.5652,-69.7554,city_1170
12522,IA,42.2342,-93.1971,city_0138
12525,ME,45.9682,-70.8087,city_0068
12526,MO,37.9213,-92.5381,city_1344
12527,MN,46.2003,-94.9335,city_1959
12528,IA,41.37,-93.7718,city_0424
12529,OK,35.8131,-95.642,city_1171
12530,MT,47.6026,-110.2323,city_1443
12531,NE,40.7598,-100.7431,city_0160
12532,PA,40.6287,-77.8021,city_0748
12534,IL,40.0045,-88.6651,city_1531
12538,MN,46.7547,-93.5195,city_1854
12539,KY,37.5156,-85.225,city_1356
12540,AZ,33.1887,-112.7132,city_0397
12542,RI,42.5286,-71.5878,city_1417
12544,NC,35.3892,-79.4622,city_1633
12545,AZ,34.0351,-112.534,city_0756
12546,MS,31.5782,-88.4515,city_1023
12547,IN,40.1965,-86.6738,city_1484
12548,MD,38.448,-75.5863,city_0729
12549,RI,41.0906,-71.4062,city_0732
12550,NV,37.1958,-116.8987,city_0746
12553,AZ,32.8524,-111.0583,city_0951
12555,NJ,41.2742,-74.5679,city_1711
12557,AK,59.7019,-151.8455,city_1312
12559,FL,29.3284,-82.1272,city_1901
12560,CT,40.0105,-73.6896,city_1687
12561,LA,29.5736,-93.0353,city_0332
12562,HI,20.3161,-154.7361,city_1664
12564,DE,39.0905,-74.3774,city_1928
12568,KS,39.3184,-99.0617,city_1337
12569,OR,44.9074,-120.0103,city_1161
12570,UT,41.3736,-112.876,city_1914
12571,CO,38.9155,-105.0905,city_1890
12572,NE,40.1424,-98.0644,city_0090
12573,NJ,39.6375,-74.1713,city_1729
12574,GA,33.4666,-83.7016,city_0599
12577,WA,48.8393,-122.6559,city_0749
12580,VA,36.3584,-78.9111,city_0216
12582,CA,36.6412,-118.0407,city_0859
12584,MN,44.9033,-95.0851,city_1797
12585,MS,33.9096,-89.2651,city_1415
12587,OH,40.7183,-81.3047,city_0360
12588,HI,21.6566,-157.2201,city_1393
12590,MI,43.1307,-82.6643,city_1600
12593,CO,38.8341,-104.8538,city_1473
12594,NH,42.9271,-71.8257,city_0926
12597,WA,47.3739,-120.9465,city_1637
12598,AZ,33.7395,-111.3566,city_0677
12600,MN,46.993,-93.9964,city_0964
12601,AL,32.6523,-85.8853,city_0402
12602,MO,38.3436,-91.6374,city_0783
12604,CT,40.999,-73.4497,city_0197
12605,KS,38.5169,-99.8253,city_1039
12607,CA,38.0294,-120.7958,city_0320
12608,IN,40.4838,-86.567,city_0032
12609,IL,40.7159,-88.2985,city_1841
12610,KY,38.6909,-86.4003,city_1611
12611,MN,44.6914,-92.6289,city_1314
12612,AL,33.1343,-86.322,city_0843
12614,IN,39.228,-87.316,city_1801
12615,WA,47.1312,-120.9231,city_1570
12617,FL,28.0974,-81.9414,city_1539
12619,KY,38.0098,-86.2047,city_1274
12621,IN,39.9067,-86.0771,city_0974
12622,SD,44.2797,-99.0513,city_0127
12623,SC,33.6099,-79.7183,city_0794
12624,DE,39.6385,-75.853,city_1275
12626,MT,48.6813,-110.4509,city_0709
12627,VA,38.3715,-78.4322,city_0146
12628,NC,33.0508,-80.9083,city_1680
12629,MI,44.1404,-84.2809,city_1874
12630,TX,30.1524,-97.7714,city_1185
12632,MO,38.3765,-92.2344,city_1881
12633,MO,37.742,-91.6483,city_1332
12634,MO,37.9229,-92.4382,city_1859
12636,PA,40.8544,-77.6659,city_0311
12638,PA,41.033,-77.4602,city_1925
12639,DE,38.5715,-78.2809,city_1031
12640,ME,43.9792,-70.6626,city_1618
12641,CA,37.5722,-119.8708,city_0279
12643,OK,35.4816,-96.3372,city_0044
12647,WA,47.9631,-120.8194,city_1502
12652,AK,62.5526,-151.2485,city_0747
12655,VA,37.1721,-78.4433,city_1112
12656,ND,47.1199,-98.7871,city_0680
12658,NC,34.8376,-80.2227,city_1759
12659,NM,34.8538,-105.2564,city_0251
12661,VT,43.713,-72.6498,city_0379
12662,VT,43.4986,-72.4202,city_1181
12663,ID,45.3604,-114.0358,city_1508
12664,NE,40.3471,-97.394,city_0925
12666,MO,38.1356,-92.1792,city_0076
12667,IN,40.9881,-86.1579,city_0874
12668,MO,36.7863,-92.3799,city_1883
12670,MS,31.9553,-89.8247,city_0099
12671,IA,41.6975,-94.2837,city_0573
12675,NC,36.282,-78.1664,city_0951
12677,SD,44.7871,-100.1148,city_1322
12678,KS,38.8374,-98.8682,city_1587
12679,NC,34.8665,-79.26,city_0900
12680,AL,33.1374,-84.9382,city_1466
12683,UT,40.3121,-111.8076,city_1974
12686,TX,31.4758,-97.3497,city_0458
12689,OH,41.3615,-83.2985,city_1026
12690,KS,38.1335,-100.3339,city_0783
12691,WI,44.094,-89.7176,city_1761
12692,MD,38.9819,-77.2168,city_0959
12693,OH,40.8519,-81.8734,city_1354
12694,ND,47.0534,-100.2079,city_1849
12695,NH,43.0409,-70.1053,city_0690
12696,ND,47.518,-100.356,city_1661
12698,ME,45.0709,-70.5396,city_0248
12699,MT,47.4633,-109.277,city_1892
12700,IL,39.6807,-89.5106,city_0648
12701,GA,33.265,-81.8361,city_0628
12702,HI,20.6145,-156.8267,city_0370
12703,NY,42.478,-74.289,city_1353
12704,MI,42.7183,-86.4585,city_0478
12705,IL,40.2525,-89.9949,city_0945
12706,VA,37.1318,-78.5276,city_1287
12707,AK,61.6176,-152.622,city_1723
12708,IA,42.9964,-92.4992,city_1635
12709,PA,40.4496,-75.2541,city_0730
12711,IL,38.8317,-89.3863,city_0924
12713,UT,39.6791,-114.4813,city_1913
12715,WV,38.4953,-80.523,city_0833
12717,NJ,41.006,-75.635,city_0716
12720,PA,40.2963,-79.0333,city_1256
12722,MN,45.2355,-94.0057,city_0206
12723,CO,39.1602,-105.283,city_1438
12724,KY,37.5102,-85.1731,city_1840
12725,CO,39.3659,-105.6188,city_1624
12728,MT,46.6482,-110.1371,city_0595
12729,TN,34.9188,-86.4729,city_0433
12730,NC,36.5198,-79.2915,city_1217
12731,KY,37.1163,-86.5269,city_1259
12732,OK,35.0912,-96.1056,city_1801
12733,TX,31.5919,-97.7656,city_1577
12734,KS,38.1438,-95.4622,city_0876
12736,CA,36.5774,-120.5143,city_1719
12737,DE,38.4447,-76.5088,city_1908
12739,NM,33.0481,-105.7356,city_1435
12742,CA,35.9186,-121.2614,city_0273
12743,NV,38.6699,-116.4591,city_0761
12744,ND,47.4852,-98.1917,city_1486
12745,NH,43.7858,-69.6336,city_1256
12747,VA,37.8646,-79.1426,city_0648
12749,MD,39.265,-77.3574,city_1155
12750,NH,42.7912,-71.68,city_0223
12751,SC,34.3836,-81.0289,city_0147
12752,AL,32.7041,-86.6111,city_1085
12755,SD,44.766,-100.9693,city_1592
12756,NV,37.8653,-117.4787,city_1210
12757,OH,40.9537,-80.9972,city_1469
12758,PA,40.6523,-78.0352,city_1723
12759,MT,46.7249,-109.6968,city_1108
12760,NH,43.0563,-72.4107,city_0176
12761,CT,41.4994,-71.2402,city_1653
12762,MN,46.3833,-94.2829,city_1205
12763,TN,36.4107,-87.3199,city_1076
12767,WI,45.0278,-88.6689,city_0874
12769,PA,40.1631,-77.9822,city_0307
12770,WA,47.3177,-121.7067,city_0783
12771,MS,31.6866,-88.2244,city_1699
12772,TN,36.055,-86.5907,city_1552
12773,NM,35.4709,-106.7433,city_1662
12775,DE,39.0829,-74.4172,city_0407
12776,CO,39.8319,-106.0617,city_0203
12777,WV,37.4086,-79.6013,city_1737
12778,PA,41.3507,-78.7979,city_0639
12780,SD,43.073,-98.7402,city_0591
12781,AL,33.9126,-86.4784,city_0154
12782,PA,39.1123,-76.8028,city_0424
12783,TX,31.4254,-96.8536,city_1268
12784,OK,35.6524,-98.0091,city_1852
12786,AR,34.1403,-92.7146,city_1748
12787,VT,42.4409,-72.5835,city_1093
12788,DE,38.7968,-75.4824,city_0130
12789,MA,42.5599,-70.9072,city_0904
12790,NE,41.688,-99.3204,city_1843
12791,CO,39.8374,-106.5493,city_0568
12793,CT,41.6872,-72.9144,city_0622
12794,NH,43.2335,-72.2378,city_1606
12795,CA,37.3299,-119.5441,city_1108
12796,KY,36.519,-84.8935,city_1165
12797,SD,43.7828,-101.2171,city_1698
12798,DE,39.0511,-77.0635,city_0939
12799,IL,39.7852,-89.3827,city_0825
12800,NJ,38.4506,-75.2536,city_1565
12803,RI,41.3451,-72.3372,city_1030
12808,NC,36.1141,-79.3959,city_1707
12810,NE,39.9962,-96.7377,city_0901
12811,NJ,39.5756,-72.516,city_1114
12813,WV,37.717,-80.7393,city_1973
12814,HI,20.0406,-156.573,city_0345
12815,AR,34.4938,-93.3698,city_1615
12816,VA,37.8966,-76.4166,city_1402
12818,WA,47.1812,-120.9454,city_0116
12819,NE,41.2596,-98.7226,city_1882
12820,OH,40.6882,-82.2085,city_0556
12821,VT,44.3758,-72.3639,city_1288
12822,NM,35.3881,-108.0396,city_1698
12823,NV,38.0792,-116.7142,city_0799
12824,CT,41.8765,-72.1995,city_0932
12825,MA,42.4737,-72.5697,city_1463
12826,FL,27.1158,-83.8569,city_1711
12827,NJ,41.7246,-75.0034,city_0937
12828,NE,40.2991,-99.1235,city_1651
12829,MN,45.6588,-95.0907,city_1967
12830,NJ,39.6092,-74.8316,city_1236
12831,ID,44.6698,-114.7192,city_1898
12832,MT,47.9019,-110.7757,city_0285
12834,ME,45.228,-69.518,city_0465
12835,CA,36.1263,-119.9988,city_0368
12836,CO,39.4504,-103.4229,city_1754
12837,NV,37.5531,-118.0211,city_0118
12838,AZ,34.4115,-112.2055,city_1143
12839,ID,44.2363,-113.5768,city_0263
12842,NH,43.962,-71.2054,city_1358
12843,WY,42.7885,-108.1489,city_1234
12845,VA,37.9128,-79.1321,city_1086
12846,NH,44.0574,-72.4023,city_1804
12848,MA,40.8096,-72.78,city_0544
12849,GA,32.9184,-83.0575,city_0330
12850,SC,34.8054,-81.1301,city_1136
12851,SC,33.8368,-80.1236,city_0268
12852,TN,33.8623,-85.7537,city_1224
12853,OK,34.9746,-94.2676,city_1396
12854,UT,42.6888,-110.7532,city_1252
12855,WY,43.6847,-106.5339,city_0839
12857,FL,27.9138,-81.9466,city_1393
12858,WA,47.56,-121.9732,city_1964
12859,GA,33.2536,-82.8938,city_0117
12860,VT,43.0191,-73.1964,city_1399
12862,MT,47.1827,-111.3789,city_1623
12863,TN,35.2603,-86.1173,city_0777
12864,MS,32.7201,-90.7983,city_1117
12865,ID,44.5016,-114.4707,city_0618
12866,SD,43.3659,-100.062,city_1678
12867,NY,43.166,-73.1095,city_0225
12868,IN,40.0747,-85.7022,city_0563
12869,VA,38.1471,-78.0872,city_1583
12870,LA,30.4721,-93.9203,city_0601
12872,NC,35.818,-80.6307,city_0500
12873,PA,40.0808,-77.3899,city_0005
12874,CO,39.2832,-106.2574,city_1195
12876,WA,46.0486,-120.6921,city_1873
12878,PA,41.67,-76.8253,city_0695
12879,NM,33.3207,-108.78,city_0322
12883,MA,42.5508,-72.9306,city_1440
12884,OH,40.6621,-82.9143,city_1587
12885,WY,44.287,-107.3039,city_0346
12886,WV,37.316,-79.4259,city_0491
12888,VA,38.2132,-76.0764,city_0394
12891,GA,32.1778,-84.6822,city_1806
12892,LA,32.2665,-90.6978,city_0514
12893,WV,39.966,-82.9901,city_1782
12894,ME,45.8559,-72.3557,city_1130
12895,KS,38.2696,-99.835,city_0368
12896,IL,40.0294,-87.8978,city_0318
12897,CT,42.1439,-73.4369,city_1707
12898,NJ,40.9356,-74.3281,city_0233
12899,IN,40.0191,-87.0218,city_1595
12902,WI,43.7182,-89.8563,city_1007
12903,AL,33.7617,-87.4,city_1947
12904,DE,39.441,-76.4062,city_1270
12905,NM,33.8062,-103.3033,city_1976
12907,MD,39.1211,-77.8808,city_0274
12908,NE,41.1781,-98.953,city_0434
12909,CT,41.1236,-72.8252,city_0606
12910,MD,38.7911,-77.8896,city_0328
12911,OR,44.7865,-121.5994,city_0013
12913,WY,43.2206,-106.5918,city_1823
12914,MI,44.2576,-85.1433,city_1095
12917,NM,34.7447,-106.1588,city_0576
12918,MS,32.4162,-89.2056,city_0898
12919,FL,27.4254,-80.5929,city_1190
12921,MA,41.8769,-70.3163,city_1164
12922,CT,41.7004,-74.4786,city_1024
12923,IA,41.3404,-92.829,city_1932
12925,WA,46.534,-121.4765,city_1782
12929,MA,41.9352,-70.9752,city_0010
12930,CA,37.143,-118.2284,city_1167
12931,AR,36.1394,-92.8253,city_0050
12932,CT,41.0861,-73.4892,city_1169
12934,FL,28.0495,-82.0132,city_1511
12935,ID,44.5247,-114.755,city_0321
12936,HI,21.4702,-155.8235,city_0833
12937,MT,45.7561,-110.3437,city_0935
12939,UT,39.466,-112.8254,city_1423
12940,KS,39.1955,-98.5613,city_1480
12941,SC,33.06,-79.924,city_0222
12943,TX,31.1312,-96.9179,city_1788
12946,AK,62.1776,-152.0035,city_1421
12947,NV,37.6878,-116.3931,city_1328
12948,NM,33.1054,-105.9061,city_1831
12951,NC,36.8468,-81.8495,city_1170
12954,FL,26.9679,-81.5034,city_0658
12955,IL,40.3054,-90.027,city_1946
12956,KY,38.4402,-83.8145,city_1263
12957,CA,36.888,-119.4162,city_0222
12958,MO,38.335,-91.5197,city_0828
12959,CT,40.8991,-75.1907,city_1196
12960,FL,27.7297,-82.3839,city_1594
12961,RI,41.7898,-71.7036,city_1552
12962,HI,22.6925,-155.7678,city_1305
12964,NC,36.0762,-78.6662,city_1405
12965,OK,36.0735,-96.2744,city_1005
12966,OH,41.4071,-83.1893,city_1704
12968,ME,46.6748,-68.9922,city_1367
12969,MS,33.6628,-90.0622,city_1045
12970,UT,39.1057,-111.9019,city_0942
12972,NH,42.6619,-71.5277,city_0726
12973,UT,38.7183,-111.3136,city_0800
12974,MI,42.1762,-85.3297,city_0793
12976,KS,37.3255,-98.2285,city_1448
12978,ME,46.1208,-67.5487,city_0351
